Id,Title,Original title,Description,Category,Published at,Created at,Updated at
74,Дар истинного зрения,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Истинное зрение.** Вы получаете истинное зрение с радиусом 60 футов.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:18:01 UTC,2024-09-25 18:18:10 UTC
73,Дар духа ночи,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Слияние с тенями.** Находясь в тусклом свете или темноте, вы можете дать себе состояние невидимый бонусным действием. Состояние заканчивается сразу после того, как вы совершаете действие, бонусное действие или реакцию.
**Теневая форма.** Находясь в тусклом свете или тьмы вы получаете сопротивление всему урону, кроме психического и излучением.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:17:40 UTC,2024-09-25 18:18:10 UTC
72,Дар восстановления чар,"","*Требование: 19-й уровень и выше, умение Использование заклинаний или Магия договора*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Интеллекта, Мудрости или Хиразмы на 1, максимум до 30.
**Свободное Заклинание.** Когда вы накладываете заклинание, используя ячейку заклинания 1-4 уровня, то бросьте к4. Если выпавшее число совпадает с уровнем ячейки, то ячейка не расходуется.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:17:14 UTC,2024-09-25 18:18:10 UTC
71,Дар скорости,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Мастер побега.** Бонусным действием вы можете совершить действие отход, которое также снимает с вас состояние схваченный.
**Скорость.** Ваша скорость увеличивается на 30 футов.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:16:50 UTC,2024-09-25 18:18:10 UTC
70,Дар навыка,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Всесторонний мастер.** Вы получаете владение всеми навыками.
**Компетентность.** Выберите один навык, в котором у вас нет компетентности. Вы получаете компетентность в этом навыке.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:16:16 UTC,2024-09-25 18:18:10 UTC
69,Дар восстановления,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Последний рубеж.** Когда ваши хиты должны быть снижены до 0, то вы можете опустить их до 1 хита вместо этого и восстановить количество хитов, равное половине вашего максимума хитов. После использования этого эффекта вы не можете использовать его снова, пока не завершите продолжительный отдых.
**Восстановление жизненных сил.** У вас есть резерв из 10 к10. Вы можете использовать кости из резерва бонусным действием, бросить эти кости и восстановить количество хитов, равное сумме бросков. Вы восстанавливаете все использованные кости из резерва после завершения продолжительного отдыха.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:15:50 UTC,2024-09-25 18:18:10 UTC
68,Дар непреодалимого нападения,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Ловкости или Силы на 1, максимум до 30.
**Преодоление защиты.** Дробящий, колющий и рубящий урон, который вы наносите, всегда игнорирует сопротивление.
**Преодолевающий удар.** Когда вы выбрасываете 20 на к20 для броска атаки, то вы можете нанести дополнительный урон цели, равный характеристике, увеличенной этим даром. Тип дополнительного урона соответствует типу атаки.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:15:18 UTC,2024-09-25 18:18:10 UTC
67,Дар стойкости,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Укреплённое здоровье.** Ваш максимум хитов увеличивается на 40. Кроме того, всякий раз, когда вы восстанавливаете хиты, вы можете восстановить дополнительные хиты, равные вашему модификатору Телосложения. После восстановления этих дополнительных Хитов вы не можете делать это снова до начала вашего следующего хода.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:14:40 UTC,2024-09-25 18:18:10 UTC
66,Дар судьбы,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Улучшение судьбы.** Когда вы или другое существо в пределах 60 футов от вас успешно проходит или проваливает D20 Тест, то вы можете бросить 2к4 и применить сумму как бонус или штраф к броску к20. После использования этого преимущества вы не можете использовать его снова, пока не бросите инициативу или не закончите короткий или продолжительный отдых.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:14:12 UTC,2024-09-25 18:18:10 UTC
65,Дар устойчивости к энергиям,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Устойчивость к энергиям.** Вы получаете сопротивление к двум из следующих типов урона на ваш выбор: кислотный, холодный, огненный, электрический, некротический, ядовитый, психической энергией, излучением или звуковой. Каждый раз, когда вы заканчиваете продолжительный отдых, то вы можете изменить свой выбор.
**Перенаправление энергии.** Когда вы получаете урон одного из типов, выбранных для эффекта Устойчивость к энергиям, то вы можете использовать реакцию, чтобы направить урон того же типа на другое существо, которое вы видите в пределах 60 футов от вас и которое не находится за полным укрытием. Если вы это делаете, то это существо должно преуспеть в спасброске Ловкости (Сл 8 + ваш модификатор Телосложения + Бонус мастерства) или получить урон, равный 2к12 + ваш модификатор Телосложения.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:13:45 UTC,2024-09-25 18:18:10 UTC
64,Дар пространственного путешествия,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Скачок сквозь пространство.** Сразу после того, как вы совершаете действие атака или действие магия, то вы можете телепортироваться на расстояние до 30 футов в незанятое пространство, которое вы видите.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:12:51 UTC,2024-09-25 18:18:10 UTC
63,Дар боевой доблести,"","*Требование: 19-й уровень и выше*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 30.
**Безупречная точность.** Когда вы промахиваетесь по цели, то вы можете вместо этого попасть. Использовать этот эффект можно только один раз до начала вашего следующего хода.",epic_boon,2024-09-25 18:18:10 UTC,2024-09-25 18:12:23 UTC,2024-09-25 18:18:10 UTC
62,Сражение голыми руками,"","*Требование: Умение Боевой стиль*
Когда вы попадаете по цели с помощью вашего безоружного удара и наносите урон, то вы можете нанести дробящий урон в размере 1к6 + ваш модификатор Силы вместо обычного урона безоружного удара. Если вы не держите никакое оружие или щит, когда совершаете бросок атаки, кость 1к6 становится 1к8.
В начале каждого вашего хода вы можете нанести 1к4 дробящего урона одному существу, которое вы схватили.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:11:37 UTC,2024-09-25 18:18:10 UTC
61,Сражение двумя оружиями,"","*Требование: Умение Боевой стиль*
Когда вы совершаете дополнительную атаку, используя оружие со своейством лёгкое, то вы можете добавить ваш модификатор характеристики к урону этой атаки, если вы еще не добавляли его к урону.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:11:03 UTC,2024-09-25 18:18:10 UTC
60,Сражение метательным оружием,"","*Требование: Умение Боевой стиль*
Когда вы попадаете по цели с помощью дальнобойной атаки, используя оружие со свойством мтательное, то вы получаете бонус +2 к броску урона.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:10:43 UTC,2024-09-25 18:18:10 UTC
59,Защита,"","*Требование: Умение Боевой стиль*
Когда существо, которое вы видите, атакует цель находящуюся в пределах 5 футов от вас (кроме вас), то вы можете использовать реакцию, чтобы помешать своим щитом, если вы его держите. Вы накладываете помеху на инициирующий бросок атаки и все последующие броски атаки против цели до начала вашего следующего хода, если остаетесь в пределах 5 футов от цели.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:10:23 UTC,2024-09-25 18:18:10 UTC
58,Перехват,"","*Требование: Умение Боевой стиль*
Когда существо, которое вы видите, атакует другое существо в пределах 5 футов от вас, то вы можете использовать реакцию, чтобы уменьшить урон, нанесённый цели, на 1к10 + ваш бонус мастерства. Вы должны держать щит или простое или военское оружие, чтобы использовать эту реакцию.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:10:03 UTC,2024-09-25 18:18:10 UTC
57,Сражение большим оружием,"","*Требование: Умение Боевой стиль*
Когда вы бросаете урон за атаку, которую вы совершаете с использованием ближнего оружия, которое держите двумя руками, то вы можете считать 1 или 2 на кости урона как 3. Оружие должно обладать свойством двуручное или универсальное, чтобы получить этот бонус.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:09:43 UTC,2024-09-25 18:18:10 UTC
56,Дуэлянт,"","*Требование: Умение Боевой стиль*
Когда вы держите ближнее оружие в одной руке и не держите других оружий, то вы получаете бонус +2 к броскам урона этим оружием.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:09:13 UTC,2024-09-25 18:18:10 UTC
55,Сражение в слепую,"","*Требование: Умение Боевой стиль*
Вы получаете слепое зрение в радиусе 10 футов.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:08:57 UTC,2024-09-25 18:18:10 UTC
54,Оборона,"","*Требование: Умение Боевой стиль*
Когда вы носите лёгкий, средний или тяжёлый доспех, то вы получаете бонус +1 к классу доспеха.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:08:40 UTC,2024-09-25 18:18:10 UTC
53,Стрельба из лука,"","*Требование: Умение Боевой стиль*
Вы получаете бонус +2 к броскам атаки, которые вы совершаете с использованием дальнобойного оружия.",fighting_style,2024-09-25 18:18:10 UTC,2024-09-25 18:08:19 UTC,2024-09-25 18:18:10 UTC
52,Боевой заклинатель,"","*Необходимые условия: Уровень 4+, умение Использование заклинаний или Магия договора*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта. Мудрости или Харизмы на 1, максимум до 20.
**Концентрация.** У вас есть преимущество при спасбросках Телосложения, которые вы делаете, чтобы чтобы сохранить концентрацию.
**Заклинание реакцией.** Когда существо вызывает у вас провоцированную атаку, перемещаясь за пределы вашей досягаемости, то вы можете использовать свою реакцию, чтобы использовать заклинание на это существо, вместо того, чтобы совершать провоцированную атаку. Заклинание должно иметь время наложения в одно действие и должно быть нацелено только на это существо.
**Соматические компоненты.** Вы можете выполнять Соматические компоненты заклинаний, даже если у вас есть оружие или щит в одной или обеих руках.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:43:34 UTC,2024-09-25 16:43:51 UTC
51,Телепат,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта. Мудрости или Харизмы на 1, максимум до 20.
**Телепатическое общение.** Вы можете телепатически общаться с любым существом, которое вы можете видеть в пределах 60 футов. Ваши телепатические сообщения произносятся на языке, который вы знаете, и существо понимает вас, только если оно знает этот язык. Ваше общение не даёт существу возможность отвечать вам телепатически.
**Обнаружение мыслей.** У вас всегда подготовлено заклинание Обнаружение мыслей. Вы можете наложить его без использования ячеек заклинания или компонентов и вы должны закончить продолжительный отдых, прежде чем сможете наложить его снова подобным образом. Вы также можете накладывать это заклинание, используя ячейки подходящего уровня. Заклинательной характеристикой этого заклинания является та, которую вы увеличили данной чертой.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:42:45 UTC,2024-09-25 16:43:51 UTC
50,Телекинетик,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта. Мудрости или Харизмы на 1, максимум до 20.
**Малый телекинез.** Вы узнаёте заговор волшебная рука. Вы можете использовать его без вербальных или соматических компонентов, и вы можете делать волшебную руку невидимой. Если вы уже знаете этот заговор, то его дистанция увеличивается на 30 футов, когда вы его накладываете. Заклинательной характеристикой этого заклинания является та, которую вы увеличили данной чертой.
**Телекинетический толчок.** Бонусным действием вы можете попытаться телекинетически толкнуть одно существо, которое вы можете видеть в пределах 30 футов. Когда вы это делаете, то цель должна преуспеть в спасброске Силы (Сл8 + ваш бонус мастерства + модификатор характеристики, которую вы увеличили данной чертой), иначе онеа будет перемещена на 5 футов к вам или от вас.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:42:02 UTC,2024-09-25 16:43:51 UTC
49,Меткий заклинатель,"","*Необходимые условия: Уровень 4+, способность Использование заклинаний или Магия договора*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Интеллекта. Мудрости или Харизмы на 1, максимум до 20.
**Обход укрытия.** Ваши броски атаки заклинаниями игнорируют укрытие на половину и укрытие на три четверти.
**Заклинание в упор.** Нахождение в пределах 5 футов от противника не накладывает помеху на ваши броски атаки заклинаниями.
**Увеличенная дальность.** Когда вы произносите заклинание, которое имеет дистанцию не менее 10 футов и требует от вас совершить бросок атаки, то вы можете увеличить дистанцию заклинания на 60 футов.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:41:19 UTC,2024-09-25 16:43:51 UTC
48,Подвижный,"","*Необходимые условия: Уровень 4+, Ловкость или Телосложение 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Ловкости или Телосложения на 1, максимум до 20.
**Увеличение скорости.** Ваша скорость увеличивается на 10 футов.
**Рывок по труднопроходимой местности.** Когда вы выполняете действие Рывок в свой ход, то труднопроходимая местность не будет стоить вам дополнительного движения до конца этого хода.
**Проворное движение.** Провоцированные атаки совершаются по вам с помехой.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:40:42 UTC,2024-09-25 16:43:51 UTC
47,Рубака,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Силы или Ловкости на 1, максимум до 20.
**Подрезать.** Один раз в ход, когда вы попадаете по существу атакой, которая наносит рубящий урон, вы можете уменьшить скорость этого существа на 10 фт. до начала вашего следующего хода.
**Улучшенная критическая атака.** Когда вы наносите критический удар, наносящий рубящий урон существу, то оно получает помеху на броски атаки до начала вашего следующего хода.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:40:05 UTC,2024-09-25 16:43:51 UTC
46,Проныра,"","*Необходимые условия: Уровень 4+, Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Ловкости на 1, максимум до 20.
**Слепое зрение.** Вы обладаете слепым зрением с радиусом действия 10 футов.
**Туман войны.** Используя отвлекающие факторы в бою, вы получаете преимущество при любой проверке Ловкости (Скрытность), которую вы совершаете как часть действия засада во время боя.
**Снайпер.** Если вы совершаете бросок атаки, находясь в засаде, и промахиваетесь, то это выполнение броска атаки не выдает вашу позицию.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:39:30 UTC,2024-09-25 16:43:51 UTC
45,Эксперт в навыке,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте показатель одной вашей характеристики по выбору на 1, максимум до 20.
**Владение навыком.** Вы получаете владение одним навыком на ваш выбор.
**Компетентность.** Выберите один навык, которым вы владеете, но не имеете в нем компетентности. Вы получаете компетентность в этом навыке.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:39:01 UTC,2024-09-25 16:43:51 UTC
44,Мастер щитов,"","*Необходимые условия: Уровень 4+, владение щитами*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы на 1, максимум до 20.
**Удар щитом.** Если вы атакуете существо в пределах 5 футов частью действия атака и попадаете рукопашным оружием, то вы можете немедленно ударить цель своим щитом, если он экипирован, заставляя цель совершить спасбросок Силы (Сл 8 + ваш модификатор Силы + ваш бонус мастерства). При провале вы либо отталкиваете цель на 5 футов от себя, либо цель получает статус Лежащий ничком (на ваш выбор). Вы можете использовать это преимущество только один раз в каждый из ваших ходов.
**Выставить щит.** Если вы подвергаетесь действию эффекта, позволяющего совершить спасбросок Ловкости для получения половины урона, то вы можете использовать реакцию, чтобы не получить никакого урона, если вы преуспели в спасброске и держите щит.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:38:29 UTC,2024-09-25 16:43:51 UTC
43,Меткий стрелок,"","*Необходимые условия: Уровень 4+, Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Ловкости на 1, максимум до 20.
**Обход укрытия.** Ваши дальнобойные атаки оружием игнорируют укрытие на половину и укрытие на три четверти.
**Стрельба в упор.** Нахождение в пределах 5 футов от врага не накладывает помеху на ваши атаки дальнобойным оружием.
**Дальние выстрелы.** Совершение атаки в пределах дальней дистанции не вызывает помеху к броску атаки дальнобойным оружием.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:37:39 UTC,2024-09-25 16:43:51 UTC
42,Затронутый тенью,"","*Необходимые условия: Уровень 4+*
Ваше взаимодействие с магией Царства Теней изменило вас, даровав вам следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта. Мудрости или Харизмы на 1, максимум до 20.
**Магия тени.** Выберите одно заклинание 1-го уровня из школы иллюзии или некромантии. У вас всегда подготовлено это заклинание и заклинание Невидимость. Вы можете использовать каждое из этих заклинаний без затрат ячеек заклинаний. Как только вы использовать любое из этих заклинаний подобным образом, то вам необходимо закончить продолжительный отдых, чтобы использовать это заклинание подобным образом вновь. Вы также можете накладывать эти заклинания, используя любые ячейки заклинаний, которые у вас есть. Заклинательной характеристикой для этих заклинаний является та, которую вы увеличили данной чертой.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:37:11 UTC,2024-09-25 16:43:51 UTC
41,Страж,"","*Необходимые условия: Уровень 4+, Сила или Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Защитник.** Сразу же после того, как существо в пределах 5 футов от вас совершает действие отход или попадает атакой не по вам, то вы можете совершить провоцированную атаку по этому существу.
**Стоять.** Когда вы попадаете по существу провоцированной атакой, то скорость этого существа становится равной 0 до конца текущего хода.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:36:28 UTC,2024-09-25 16:43:51 UTC
40,Ритуальный заклинатель,"","*Необходимые условия: Уровень 4+, Интеллект, Мудрость или Харизма 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Интеллекта. Мудрости или Харизмы на 1, максимум до 20.
**Ритуальные заклинания.** Выберите количество заклинаний 1-го уровня со свойством ритуал, равное вашему бонусу мастерства. Эти заклинания всегда у вас подготовлены и вы можете использовать их с помощью любых имеющихся у вас ячеек заклинаний. Заклинательной характеристикой для этих заклинаний является та, которую вы увеличили данной чертой. Каждый раз когда ваш бонус мастерства увеличивается, то вы можете добавить дополнительное заклинание 1-го уровня со свойством ритуал к тем заклинаниям, которые у вас всегда подготовлены благодаря этой черте.
**Быстрый ритуал.** С помощью этой черты вы можете использовать ритуальное заклинание, которое у вас подготовлено, используя его обычное время наложения, а не увеличенное время для ритуала. Для этого не требуется ячейка заклинания. Как только вы используете заклинание таким образом, то вы не сможете использовать этот эффект снова, пока не закончите продолжительный отдых.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:35:49 UTC,2024-09-25 16:43:51 UTC
39,Устойчивый,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Выберите одну характеристику, в которой у вас нет владения спасброском. Увеличьте свой показатель выбранной характеристики на 1, максимум до 20.
**Владение спасброском.** Вы получаете владение спасброском в выбранной характеристике.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:34:55 UTC,2024-09-25 16:43:51 UTC
38,Мастер древкового оружия,"","*Необходимые условия: Уровень 4+, Сила или Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Удар древком.** Сразу же после того, как вы совершите действие атака и атакуете боевым посохом, копьем или оружием со свойствами тяжелое и досягаемость, вы можете бонусным действием совершить ближнюю атаку противоположным концом оружия. Оружие наносит дробящий урон, и кость урона оружием для этой атаки равна к4.
**Ответный удар.** Пока вы держите в руках боевой посох, копье или оружие со свойствами тяжелое и досягаемость, то вы можете использовать свою реакцию, чтобы совершить одну ближнюю атаку по существу, которое входит в зону досягаемости, которую вы имеете с этим оружием.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:34:33 UTC,2024-09-25 16:43:51 UTC
