Id,Title,Original title,Description,Category,Published at,Created at,Updated at
37,Отравитель,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Ловкости или Интеллекта на 1, максимум до 20.
**Сильный яд.** Когда вы совершаете бросок урона для нанесения урона ядом, то он игнорирует сопротивление урону ядом.
**Приготовить яд.** Вы получаете владение инструментами отравителя. За один час работы с помощью инструментов отравителя, расходуя материалы на 50 зм, вы можете создать количество доз яда, равное вашему бонусу мастерства. Вы можете нанести дозу яда на оружие или боеприпас бонусным действием. После нанесения яд сохраняет свою эффективность в течение 1 минуты или до тех пор, пока вы не попадете отравленным предметом, в зависимости от того, что произойдёт раньше. Когда существо получает урон от отравленного предмета, то оно должно преуспеть в спасброске Телосложения (СЛ 8 + модификатор характеристики, увеличенной этой чертой + ваш бонус мастерства), иначе получит 2к8 урона ядом и получит состояние Отравлен до конца вашего следующего хода.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:33:39 UTC,2024-09-25 16:43:51 UTC
36,Пронзатель,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Силы или Ловкости на 1, максимум до 20.
**Укол.** Один раз в ход, когда вы попадаете по существу атакой, которая наносит колющий урон, то вы можете перебросить одну из костей урона, и должны использовать новый результат.
**Улучшенный критический удар.** Когда вы наносите критический удар, причиняющий колющий урон существу, то вы можете бросить одну дополнительную кость урона, когда определяете дополнительный колющий урон, который получает цель.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:32:44 UTC,2024-09-25 16:43:51 UTC
35,Наблюдательный,"","*Необходимые условия: Уровень 4+, Интеллект или Мудрость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта или Мудрости на 1, максим до 20.
**Наблюдательность.** Выберите один из следующих навыков: проницательность, расследование или внимательность. Если вы не владеете выбранным навыком, то вы получаете владение им, а если вы уже владеете им, то получаете компетентность в нем.
**Быстрый поиск.** Вы можете выполнить действие Поиск (Search) как Бонусное действие.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:32:13 UTC,2024-09-25 16:43:51 UTC
34,Верховой боец,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы, Ловкости или Мудрости на 1, максимум до 20.
**Удар наездника.** Находясь верхом, вы получаете преимущество на броски атаки по любому существу не на верховом животном в пределах 5 футов от вашего верхового животного и по крайней мере на один размер меньше его.
**Прыжок в сторону.** Если ваше верховое животное подвергается эффекту, который позволяет ему сделать спасбросок Ловкости, чтобы полу- чить только половину урона, то вместо этого он не получает никакого урона, если преуспевает в спасброске, и получает только половину урона при провале. Чтобы ваша верховое животное получило это преимущество, вы должны быть верхом на нем, и ни один из вас не должен иметь состояние недееспособен.
**Вираж.** Находясь верхом, вы можете заставить атаку, которая попала по вашему скакуну, вместо этого попасть по вам, если у вас нет состояния недееспособен.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:31:27 UTC,2024-09-25 16:43:51 UTC
33,Знаток средних доспехов,"","*Необходимые условия: Уровень 4+, владение легкими доспехами*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Обучение доспехам.** Вы получаете владение средними доспехами.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:30:30 UTC,2024-09-25 16:43:51 UTC
32,Мастер средних доспехов,"","*Необходимые условия: Уровень 4+, владение средними доспехами*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Ловкая защита.** Пока вы носите средние доспехи, то вы можете прибавить 3, а не 2, к вашему КД, если ваш показатель Ловкости 16 или выше.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:30:09 UTC,2024-09-25 16:43:51 UTC
31,Владение воинским оружием,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Обучение оружием.** Вы получаете владение воинским оружием.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:29:38 UTC,2024-09-25 16:43:51 UTC
30,Убийца магов,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Разрушение концентрации.** Когда вы наносите урон существу, которое концентрируется, то оно получает помеху на спасбросок для сохранения концентрации.
**Защищенный разум.** Если вы провалите спасбросок Интеллекта, Мудрости или Харизмы, то вы можете превратить результат в успех. Как только вы используете это преимущество, вы не можете сделать это снова, пока не завершите короткий или продолжительный отдых.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:29:14 UTC,2024-09-25 16:43:51 UTC
29,Знаток легких доспехов,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Обучение доспехам.** Вы получаете владение легкими доспехами и щитами.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:28:44 UTC,2024-09-25 16:43:51 UTC
28,Острый ум,"","*Необходимые условия: Уровень 4+, Интеллект13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта на 1, максимум до 20.
**Знания.** Выберите один из следующих навыков: Магия, История, Анализ, Природа, или Религия. Если вы не владеете выбранным навыком, то вы получаете владение им, а если вы уже владеете им, вы получаете компетентность в нем.
**Быстрое изучение.** Вы можете выполнить действие изучение как бонусное действие.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:28:17 UTC,2024-09-25 16:43:51 UTC
27,Мастер тяжелых доспехов,"","*Необходимые условия: Уровень 4+, Мудрость или Харизма 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Мудрости или Харизмы на 1, максимум до 20.
**Воодушевляющее выступление.** Когда вы завершаете короткий или продолжительный отдых, то вы можете выступить с вдохновляющей речью, песней или танцем. Когда вы это делаете, то выберите до шести союзников (в число которых можете входить и вы сами) в пределах 30 футов от вас, которые видели это выступление. Каждое выбранное существо получает временные хиты, равные уровню вашего персонажа + модификатор характеристики, которую вы повысили этой чертой.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:27:48 UTC,2024-09-25 16:43:51 UTC
26,Мастер тяжелых доспехов,"","*Необходимые условия: Уровень 4+, владение тяжелыми доспехами*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Телосложения или Силы на 1, максимум до 20.
**Уменьшение урона.** Если по вам попадают атакой, пока вы носите тяжелую броню, то любой колющий, режущий и дробящий урон от этой атаки уменьшается на величину, равную вашему бонусу мастерства.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:27:12 UTC,2024-09-25 16:43:51 UTC
25,Знаток тяжелых доспехов,"","*Необходимые условия: Уровень 4+, владение средними доспехами*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Телосложения или Силы на 1, максимум до 20.
**Обучение доспехам.** Вы получаете владение тяжелыми доспехами.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:26:45 UTC,2024-09-25 16:43:51 UTC
24,Мастер большого оружия,"","*Необходимые условия: Уровень 4+, Сила 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы на 1, максимум до 20.
**Мастерство тяжелого оружия.** Когда вы попадаете по существу оружием со свойством тяжелое частью действия атака в свой ход, то вы можете нанести этим оружием дополнительный урон цели. Дополнительный урон равен вашему бонусу мастерства.
**Рассечение.** Сразу же после того, как вы оружием ближнего боя нанесете критическое попадание или уменьшите хиты существа до 0, то вы можете сделать одну атаку тем же оружием бонусным действием.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:25:44 UTC,2024-09-25 16:43:51 UTC
23,Борец,"","*Необходимые условия: Уровень 4+, Сила или Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Удар и захват.** Когда вы попадаете по существу безоружной атакой как часть действия атака в свой ход, то вы можете одновременно нанести урон и также схватить цель. Вы можете использовать это преимущество только один раз за ход.
**Преимущество в атаке.** Вы имеете преимущество при бросках атаки против существа, схваченного вами.
**Быстрый борец.** Ваша скорость не уменьшается на половину, когда вы перемещаете существо, схваченное вами, при условии, что оно вашего размера или меньше.",general,2024-09-25 16:43:51 UTC,2024-09-25 16:25:13 UTC,2024-09-25 16:43:51 UTC
22,Затронутый феями,"","*Необходимые условия: Уровень 4+*
Ваше взаимодействие с магией Страны Фей изменило вас, даровав вам следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта. Мудрости или Харизмы на 1, максимум до 20.
**Магия фей.** Выберите одно заклинание 1-го уровня из школы Прорицания или Очарования. У вас всегда подготовлено это заклинание и заклинание Туманный шаг. Вы можете использовать каждое из этих заклинаний без затрат ячеек заклинаний. Как только вы использовать любое из этих заклинаний подобным образом, то вам необходимо закончить продолжительный отдых, чтобы использовать это заклинание подобным образом вновь. Вы также можете накладывать эти заклинания, используя любые ячейки заклинаний, которые у вас есть. Заклинательной характеристикой для этих заклинаний является та, которую вы увеличили данной чертой.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:24:32 UTC,2024-09-25 16:43:46 UTC
21,Адепт стихий,"","*Необходимые условия: Уровень 4+, умение Использоваие заклинаний или Магия договора*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте ваш показатель Интеллекта, Мудрости или Харизмы на 1, максимум до 20.
**Мастерство владения энергией.** Выберите один из следующих типов урона: кислотный, холодный, огненный, электрический или звуковой. Накладываемые вами заклинания игнорируют сопротивление выбранному типу урона. Кроме того, когда вы определяете урон для произнесенного вами заклинания, причиняющего урон этого типа, то вы можете считать любую 1 на костях урона как 2.
**Повторяемая.** Вы можете выбирать эту черту больше одного раза, но вы должны выбрать каждый раз другой тип урона для Мастерства владения энергией.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:23:33 UTC,2024-09-25 16:43:46 UTC
20,Стойкий,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Телосложения на 1, максимум до 20.
**Бросить вызов смерти.** У вас есть преимущество на спасброски от смерти.
**Быстрое восстановление.** Бонусным действием вы можете потратить одну из своих Костей Хитов, бросить кость и восстановить количество хитов, равное выпавшему числу.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:22:45 UTC,2024-09-25 16:43:46 UTC
19,Использование двух оружий,"","*Необходимые условия: Уровень 4+, Сила или Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Улучшенное использование двух оружий.** Когда вы совершаете действие атака в свой ход и атакуете оружием со свойством легкое, вы можете позднее в том же ходу совершить одну дополнительную атаку бонусным действием другим рукопашным оружием, не имеющим свойство “двуручное”. Вы не добавляете свой модификатор характеристики к урону этой дополнительной атаки, если только он не отрицательный.
**Быстрое извлечение.** Вы можете вынимать и убирать два оружия, не имеющих свойство двуручное, когда обычно вы могли бы вынуть или убрать только одно.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:22:16 UTC,2024-09-25 16:43:46 UTC
18,Оборонительный дуэлянт,"","*Необходимые условия: Уровень 4+, Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Ловкости на 1, максимум до 20.
**Парирование.** Если вы держите оружие со свойством фехтовальное и другое существо попадает по вам рукопашной атакой, то вы можете использовать свою реакцию, чтобы добавить свой бонус мастерства к КД, что может привести к промаху этой атаки. Вы получаете этот бонус к КД против рукопашных атак до начала своего следующего хода.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:21:24 UTC,2024-09-25 16:43:46 UTC
17,Крушитель,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Телосложения на 1, максимум до 20.
**Толчок.** Один раз в ход, когда вы попадаете по существу атакой, которая наносит дробящий урон, вы можете переместить его на 5 футов в свободное пространство при условии, что цель больше вас не более чем на один размер.
**Улучшенный критический удар.** Когда вы наносите критический удар, причиняющий дробящий урон существу, то броски атаки по этому существу получают преимущество до начала вашего следующего хода.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:20:56 UTC,2024-09-25 16:43:46 UTC
16,Эксперт в арбалетах,"","*Необходимые условия: Уровень 4+, Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Ловкости на 1, максимум до 20.
**Игнорирование перезарядки.** Вы игнорируете свойство перезарядка для ручного арбалета, тяжелого арбалета и легкого арбалета (далее в этой черте будем называть их всех “арбалетами”). Если вы держите один из них, то можете зарядить его боеприпасом даже если у вас нет свободной руки.
**Стрельба в упор.** Нахождение в пределах 5 футов от врага не накладывает помеху на ваши броски атаки арбалетом.
**Использование двух оружий.** Когда вы совершаете дополнительную атаку оружием со свойством легкое, то вы можете добавить ваш модификатор характеристики к урону от дополнительной атаки, если эта атака была произведена из арбалета со свойством легкое и вы еще не добавили этот модификатор к урону.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:20:18 UTC,2024-09-25 16:43:46 UTC
15,Шеф-повар,"","*Необходимые условия: Уровень 4+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Телосложения или Мудрости на 1, максимум до 20.
**Инструменты повара.** Вы получаете владение инструментами повара, если вы ими ещё не владеете.
**Восполняющая пища.** Как часть короткого отдыха вы можете приготовить особую еду при условии, что у вас есть ингредиенты и инструменты повара под рукой. Вы можете приготовить достаточно пищи для количества существ, равного 4 + ваш бонус мастерства. В конце короткого отдыха любое существо, которое съедает эту пищу и тратит одну или несколько костей хитов, чтобы восстановить хиты, дополнительно восстанавливает 1к8 хитов.
**Подкрепляющие угощения.** За один час работы или по окончании продолжительного отдыха вы можете заготовить количество угощений, равное вашему бонусу мастерства, если у вас есть ингредиенты и инструменты повара под рукой. Эти особые угощения съедобны в течение 8 часов после приготовления. Существо может бонусным действием съесть одно из этих угощений, чтобы получить количество временных хитов, равное вашему бонусу мастерства.",general,2024-09-25 16:43:46 UTC,2024-09-25 16:19:26 UTC,2024-09-25 16:43:46 UTC
14,Налетчик,"","*Необходимые условия: Уровень 4+, Сила или Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Улучшенный рывок.** Когда вы выполняете действие Рывок, то ваша скорость увеличивается на 10 футов для этого действия.
**Атака с разбега.** Если вы перемещаетесь хотя бы на 10 футов по прямой линии к цели непосредственно перед тем, как нанести по ней ближнюю атаку в рамках действия Атака, то выберите один из следующих эффектов: получите 1к8 к броску урона атаки, или толкните цель на расстояние до 10 футов от вас, при условии, что цель не более чем на один размер больше вас. Вы можете использовать это преимущество только один раз в каждый свой ход.",general,2024-09-25 16:18:11 UTC,2024-09-25 16:17:58 UTC,2024-09-25 16:18:11 UTC
13,Атлет,"","*Необходимые условия: Уровень 4+, Сила или Ловкость 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Силы или Ловкости на 1, максимум до 20.
**Скорость лазания.** Вы получаете скорость лазания, равную вашей скорости.
**Подскок.** Когда вы имеете состояние лежащий ничком, то вы можете встать, потратив только 5 футов перемещения.
**Прыжки.** Вы можете выполнить прыжок в длину или в высоту с разбега, переместившись перед этим только на 5 футов.",general,2024-09-25 16:18:11 UTC,2024-09-25 16:17:19 UTC,2024-09-25 16:44:52 UTC
12,Актер,"","*Необходимые условия: Уровень 4+, Харизма 13+*
Вы получаете следующие эффекты:
**Повышение характеристики.** Увеличьте свой показатель Харизмы на 1, максимум до 20.
**Перевоплощение.** Пока вы замаскированы под вымышленное или реальное лицо, вы получаете преимущество в проверках Харизмы (Обман или Выступление), для убеждения других, что вы и есть этот человек.
**Подражание.** Вы можете подражать звукам других существ, включая речь. Существо, которое слышит ваше подражание, должно преуспеть в проверке Мудрость (Проницательность), чтобы определить подделку (Сл 8 + модификатор Харизмы + бонус мастерства)",general,2024-09-25 16:18:11 UTC,2024-09-25 16:16:35 UTC,2024-09-25 16:18:11 UTC
11,Улучшение характеристик,"","*Необходимое условие: Уровень 4+*
Увеличьте один показатель характеристики по вашему выбору на 2 или увеличьте два показателя характеристики по вашему выбору на 1. Вы не можете увеличить показатель характеристики выше 20 с помощью этой черты.
**Повторяемая.** Вы можете выбирать эту черту больше одного раза.",general,2024-09-25 16:18:11 UTC,2024-09-25 16:15:59 UTC,2024-09-25 16:18:11 UTC
10,Крепкий,"","Максимум ваших хитов увеличивается на количество, равное удвоенному уровню вашего персонажа, на котором вы взяли эту черту. Каждый раз, когда вы впоследствии будете получать уровень, максимум ваших хитов будет дополнительно увеличиваться на 2.",origin,2024-09-25 16:18:11 UTC,2024-09-25 16:15:17 UTC,2024-09-25 16:18:11 UTC
9,Драчун,"","Вы получаете следующие эффекты:
**Усиленный безоружный удар.** Когда вы наносите удар безоружной атакой и наносите урон, то вы можете нанести дробящий урон, равный 1к4 + ваш модификатор Силы, вместо обычного урона от безоружных атак.
**Переброс урона.** Каждый раз, когда вы бросаете кость урона для своего безоружного удара, вы можете перебросить кость, если выпало 1, и вы должны использовать новый результат.
**Импровизированное оружие.** Вы получаете владение импровизированным оружием
**Толчок.** Когда вы поражаете существо безоружной атакой в рамках действия атаки в свой ход, то вы можете нанести урон цели, а также оттолкнуть её на 5 футов. Вы можете использовать это преимущество только один раз за ход.",origin,2024-09-25 16:18:11 UTC,2024-09-25 16:14:53 UTC,2024-09-25 16:18:11 UTC
8,Одарённый,"","Вы получаете владение тремя любыми навыками или инструментами на ваш выбор.
**Повторяемая.** Вы можете выбирать эту черту больше одного раза.",origin,2024-09-25 16:13:54 UTC,2024-09-25 16:13:52 UTC,2024-09-25 16:13:54 UTC
7,Дикий атакующий,"","Вы тренировались наносить особенно разрушительные удары. Один раз в ход, когда вы попадаете по цели оружием, вы можете дважды бросить кости урона этого оружия и использовать любой из бросков.",origin,2024-09-25 16:13:32 UTC,2024-09-25 16:13:26 UTC,2024-09-25 16:13:32 UTC
6,Музыкант,"","Вы получаете следующие эффекты:
**Владение инструментами.** Вы приобретаете навыки владения тремя из музыкальных инструментов по вашему выбору.
**Вдохновляющая песня.** Когда вы заканчиваете короткий или продолжительный отдых, то вы можете сыграть песню на музыкальном инструменте, которым владеете, и дать героическое вдохновение союзникам, которые услышат эту песню. Количество союзников, на которых вы можете повлиять таким образом, равно вашему бонусу мастерства.",origin,2024-09-25 16:13:04 UTC,2024-09-25 16:13:02 UTC,2024-09-25 16:13:04 UTC
5,Посвящённый в магию,"","**Два заговора.** Вы изучаете два заговора по вашему выбору из списка заклинаний Жреца, Друида или Волшебника. Интеллект, Мудрость или Харизма — это ваша заклинательная характеристика для этих заклинаний (выбирайте, когда берете эту черту).
**Заклинание 1-го уровня.** Выберите одно заклинание 1-го уровня из того же списка заклинаний, который вы выбрали для заговоров. Это заклинание теперь всегда у вас подготовлено. Вы можете использовать его один раз не тратя ячейки заклинаний и вы восстанавливаете возможность использовать его таким образом, когда заканчиваете продолжительный отдых. Вы также можете использовать это заклинание, используя любые имеющиеся у вас ячейки заклинаний.
**Изменение заклинания.** Каждый раз, когда вы получаете новый уровень, вы можете заменить одно из заклинаний, которое вы выбрали в этой черте, другим заклинанием того же уровня из выбранного списка заклинаний.
**Повторяемая.** Вы можете выбирать эту черту больше одного раза, но вы должны каждый раз выбирать другой список заклинаний.",origin,2024-09-25 16:12:25 UTC,2024-09-25 16:12:16 UTC,2024-09-25 16:12:25 UTC
4,Везунчик,"","Вы получаете следующие эффекты:
**Очки удачи.** У вас есть количество очков удачи, равное вашему бонусу мастерства и вы можете тратить их на нижеперечисленные эффекты.
Вы восполняете потраченные очки удачи, когда заканчиваете продолжительный отдых.
**Преимущество.** Когда вы бросаете к20 для D20 Теста, то вы можете потратить 1 очко удачи, чтобы дать себе преимущество на этот бросок.
**Помеха.** Когда существо бросает к20 для броска атаки по вам, то вы можете потратить 1 очко удачи, чтобы дать ему помеху на этот бросок",origin,2024-09-25 16:10:59 UTC,2024-09-25 16:10:57 UTC,2024-09-25 16:10:59 UTC
3,Лекарь,"","Вы получаете следующие эффекты:
**Боевой медик.** Вы можете действием потратить одно использование комплекта целителя, чтобы позаботиться о существе в пределах 5 футов от вас. Это существо может потратить одну из своих костей хитов и затем вы бросаете эту кость. Существо восстанавливает количество хитов, равное броску + ваш бонус мастерства.
**Перебросы исцеления.** Каждый раз, когда вы бросаете кость, чтобы определить количество хитов, которые вы восстанавливаете с помощью заклинания или с помощью эффекта Боевого медика, то вы можете повторно бросить кость, если на ней выпало «1», и вы должны использовать новый бросок.",origin,2024-09-25 16:10:08 UTC,2024-09-25 16:10:04 UTC,2024-09-25 16:10:08 UTC
2,Ремесленник,"","Вы получаете следующие эффекты:
**Владение инструментами.** Вы приобретаете навыки владения тремя из инструментов ремесленника из таблицы “Быстрый крафт”
**Скидка.** Каждый раз, когда вы покупаете немагический предмет, то вы получаете на него 20-процентную скидку.
**Быстрый крафт.** Когда вы заканчиваете продолжительный отдых, то вы можете создать один предмет снаряжения из таблицы “Быстрый крафт” с помощью инструмента, которым владеете, и который у вас есть сейчас. Предмет продержится до следующего продолжительного отдыха, в конце него предмет разваливается.

* **Инструменты ремесленника** - **Создаваемое снаряжение**
1. Инструменты плотника - Лестница, Факел
1. Инструменты кожевенника - Футляр, Мешочек
1. Инструменты каменщика - Блок и лебедка
1. Инструменты гончара - Кувшин, Лампа
1. Инструменты кузнеца - Металлические шарики, Ведро, Калтропы, Крюк-кошка, Железный горшок
1. Инструменты жестянщика - Колокольчик, Лопата, Трутница
1. Инструменты портного - Корзина, Веревка, Сеть, Палатка
1. Инструменты резчика по дереву - Боевой посох, Дубина, Палица",origin,2024-09-25 16:09:29 UTC,2024-09-25 16:09:26 UTC,2024-09-25 16:09:29 UTC
1,Бдительный,"","Вы получаете следующие эффекты:
**Владение инициативой.** Когда вы совершаете бросок инициативы, то вы можете добавить к броску свой бонус мастерства.
**Обмен инициативами.** Сразу после того, как вы совершили бросок инициативы, вы можете обменять свою инициативу на инициативу одного согласного союзника в том же бою. Вы не можете совершить этот обмен, если вы или союзник недееспособны.",origin,2024-09-25 16:06:55 UTC,2024-09-25 16:06:50 UTC,2024-09-25 16:06:55 UTC
